Gene_ID,signcon,randomSummary,randomCi.lb,randomCi.ub,randomP,het_QE,het_QEp,het_QM,het_QMp,error,randomP.adjust,rank,Gene_Symbol,Gene_Description
1213,1,1.59657868408127,0.792911612060404,2.40024575610214,9.87276248262618e-05,0,1,15.1608826451615,9.87276248262618e-05,FALSE,0.00139665641475979,171,CLTC,clathrin heavy chain
3688,-1,-1.26379425411728,-1.84066230701071,-0.686926201223846,1.75592449287451e-05,0,1,18.4372421008411,1.75592449287452e-05,FALSE,0.000363010512506506,172,ITGB1,integrin subunit beta 1
627,1,1.58781926085186,0.787785526135862,2.38785299556786,0.000100276582406524,0,1,15.1314906359398,0.000100276582406524,FALSE,0.00141083580524735,173,BDNF,brain derived neurotrophic factor
94416,1,1.0283094862353,0.611963234357251,1.44465573811335,1.29316499431485e-06,0,1,23.4333591012784,1.29316499431485e-06,FALSE,4.03069581304906e-05,174,,
473,1,1.53664864080067,0.767404525227316,2.30589275637402,9.03140017516977e-05,0,1,15.329110994403,9.03140017516978e-05,FALSE,0.00129770331594993,175,RERE,arginine-glutamic acid dipeptide repeats
180,1,1.22948315866125,0.670780972957422,1.78818534436508,1.60975636128677e-05,0,1,18.6028982079449,1.60975636128677e-05,FALSE,0.00033796542880487,176,,
4986,-1,-1.23950615299893,-1.80512294711085,-0.673889358887008,1.74605249416024e-05,0,1,18.4479861615902,1.74605249416024e-05,FALSE,0.000362820754171143,177,OPRK1,opioid receptor kappa 1
318,1,1.20105568344229,0.661495705149472,1.74061566173511,1.28371754116851e-05,0,1,19.034567369381,1.28371754116851e-05,FALSE,0.000282023970703968,178,NUDT2,nudix hydrolase 2
1544,-1,-1.26859427303287,-1.85496314250846,-0.682225403557276,2.23188740595419e-05,0,1,17.9804213291502,2.23188740595418e-05,FALSE,0.000437893586406906,179,CYP1A2,cytochrome P450 family 1 subfamily A member 2
65,2,1.17335681522766,0.649413697087404,1.69729993336792,1.13722522533208e-05,0.307062084018079,0.579488628499088,19.2658467631548,1.13722522533209e-05,FALSE,0.000260341051584497,180,,
5833,1,1.55868397479487,0.761022765679469,2.35634518391027,0.000128194175466157,0,1,14.6681511902884,0.000128194175466157,FALSE,0.00164902475869482,182,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine"
395,-1,-1.21431954583022,-1.77566981670874,-0.652969274951697,2.23701807468484e-05,0,1,17.976050521666,2.23701807468483e-05,FALSE,0.000437893586406906,184,ARHGAP6,Rho GTPase activating protein 6
